Env_Temp,BMP_Pressure,BMP_Altitude,Light,DHT_Humidity,MQ135_CO2,MQ135_CO,MQ135_NH3,Soil_Moisture,Soil_Temp,pH,N,P,K,district,location,season,target_crops
14.88,973.27,573.14,91413.21,43.75,367.32,,,48.90,10.73,7.40,239.80,32.02,283.63,Nashik,Baglan/Kalwan,Winter,Onion
13.45,937.56,895.22,68545.98,39.85,365.51,4.10,0.27,60.58,9.54,6.42,229.84,,180.91,Nashik,Igatpuri (Ghat Zone),Winter,"Maize, Rice"
13.95,888.92,776.55,65094.84,49.70,411.31,5.11,1.75,,10.03,7.36,217.96,12.61,211.74,Nashik,Igatpuri (Ghat Zone),Winter,"Rice, Finger Millet"
,963.88,651.19,78753.61,56.65,366.63,4.28,2.51,42.10,13.62,7.12,225.93,15.93,215.78,Nashik,Igatpuri (Ghat Zone),Winter,"Maize, Vegetables"
16.78,,535.27,60512.44,67.57,385.98,2.76,0.53,60.94,13.29,7.77,221.55,37.07,,Nashik,Niphad/Yeola,Winter,"Pomegranate, Grapes"
41.33,966.30,435.37,34263.55,,446.67,,,,40.56,,,,245.53,,,,Grapes
32.07,1082.01,64.62,48121.47,83.16,393.05,0.55,1.80,88.03,29.37,6.29,333.55,6.90,214.97,,Karjat,Monsoon,"Ragi, Cashew"
26.01,1049.93,7.36,86714.44,32.87,445.27,4.59,1.25,14.44,21.04,5.53,240.46,9.50,179.55,Raigad,Alibag/Mangaon,Summer,"Banana, Arecanut, Mango"
34.03,1040.09,9.61,44921.96,87.36,396.84,1.79,0.74,90.35,27.66,,353.93,8.82,208.63,,Alibag/Mangaon,,Banana
9.75,997.89,561.24,70823.01,50.01,420.77,1.07,2.66,49.53,7.95,7.51,212.40,,367.49,Nashik,Niphad/Yeola,Winter,Tomato
21.54,945.06,784.14,104373.40,,433.21,4.00,1.00,61.18,17.50,6.62,250.03,7.19,198.48,Nashik,Igatpuri (Ghat Zone),Summer,Rice
14.77,1078.43,67.02,90713.94,51.50,372.10,2.77,2.57,,16.82,5.34,267.27,6.75,172.91,Raigad,Karjat,Winter,"Cashew, Green Gram"
27.45,932.21,498.17,79388.85,59.91,365.84,5.27,1.24,46.66,23.33,7.94,219.49,54.83,206.09,Nashik,Baglan/Kalwan,Winter,"Onion, Mango"
29.94,997.60,533.23,,40.87,415.46,0.49,4.16,,29.81,7.79,271.94,34.90,258.06,Nashik,Niphad/Yeola,,Wheat
31.37,927.86,585.15,111555.31,45.41,394.37,5.21,3.26,43.99,29.45,7.63,,32.52,302.54,Nashik,,Summer,"Sugarcane, Tomato"
25.75,1006.55,8.37,100544.81,34.44,434.36,0.30,2.35,25.25,25.14,,293.66,11.67,216.52,Raigad,Alibag/Mangaon,Summer,"Coconut, Banana"
29.15,931.33,736.99,92222.79,26.68,407.56,1.21,3.21,42.04,,6.86,199.88,12.71,228.97,Nashik,Igatpuri (Ghat Zone),Summer,Finger Millet
31.51,963.89,65.67,95167.60,,416.40,1.76,1.23,13.49,23.68,5.40,233.46,,250.26,Raigad,,Summer,"Cashew, Coconut"
,873.96,,59975.43,43.57,438.06,0.87,2.89,49.94,23.19,5.46,308.87,9.36,262.99,Raigad,Karjat,Winter,"Coconut, Mango"
13.11,1001.76,779.61,,49.71,457.90,2.77,2.08,41.87,12.48,6.63,235.14,17.59,223.32,Nashik,Igatpuri (Ghat Zone),Winter,"Maize, Rice, Vegetables"
17.96,931.55,544.26,65991.88,38.92,441.58,3.91,0.18,62.63,14.59,7.65,251.97,18.92,267.32,Nashik,Niphad/Yeola,Winter,Onion
34.89,891.07,696.56,50574.07,104.15,,1.53,0.88,85.81,23.17,7.05,299.62,13.35,151.29,Nashik,Igatpuri (Ghat Zone),Monsoon,"Maize, Finger Millet"
15.68,1030.94,12.69,77746.12,,351.27,2.63,3.65,50.78,15.08,5.82,,6.09,227.94,Raigad,Alibag/Mangaon,Winter,"Banana, Rice, Coconut"
15.42,921.45,534.55,79608.90,43.28,438.40,3.40,0.72,59.24,11.94,7.98,175.12,19.37,317.62,Nashik,Niphad/Yeola,Winter,Grapes
39.40,953.17,6.44,67101.92,95.06,433.12,1.81,1.35,94.68,30.35,5.47,248.13,12.35,287.49,Raigad,Alibag/Mangaon,Monsoon,"Vegetables, Mango"
15.82,885.46,586.19,82451.73,61.53,394.88,3.70,1.76,57.92,13.95,7.19,267.40,30.24,244.12,Nashik,Niphad/Yeola,Winter,"Pomegranate, Wheat"
24.22,,678.54,88934.97,37.79,475.78,2.37,1.71,46.62,18.56,6.35,245.86,15.86,243.19,Nashik,Igatpuri (Ghat Zone),Summer,"Maize, Finger Millet"
27.11,939.42,524.39,100257.80,22.34,412.41,2.59,1.95,59.48,25.58,7.68,214.68,44.25,248.89,Nashik,Baglan/Kalwan,Summer,Onion
38.50,857.25,536.45,119315.74,,469.03,0.75,1.17,40.70,31.03,,204.08,31.58,274.66,,Niphad/Yeola,Summer,Onion
34.74,952.23,435.18,86225.57,25.97,326.15,1.31,,56.63,37.29,7.48,239.18,36.91,229.30,Nashik,Baglan/Kalwan,Summer,"Groundnut, Bajra"
17.09,991.90,15.20,92425.82,,406.08,2.06,1.89,59.37,14.59,5.57,301.56,11.43,198.51,Raigad,Alibag/Mangaon,Winter,"Banana, Arecanut"
37.84,1008.16,528.74,,79.85,423.88,3.88,2.09,94.81,34.86,,216.76,44.03,286.23,Nashik,Baglan/Kalwan,Monsoon,"Sugarcane, Grapes"
35.50,919.94,564.74,49690.48,70.24,402.59,2.47,3.51,,29.19,7.63,221.89,32.48,285.67,Nashik,Niphad/Yeola,Monsoon,"Grapes, Tomato"
19.28,1156.12,9.76,76367.62,41.80,399.20,3.46,2.74,34.43,15.56,,239.37,12.60,207.59,Raigad,Alibag/Mangaon,Winter,"Cashew, Rice"
22.09,921.22,564.22,93847.14,42.82,393.73,1.97,2.59,,18.74,7.22,280.02,33.49,239.14,,Niphad/Yeola,Summer,Tomato
38.00,1012.20,,109357.94,35.41,1073.58,1.16,1.17,17.27,32.23,5.68,287.44,4.84,179.20,Raigad,Alibag/Mangaon,Summer,Banana
18.33,981.19,59.86,64271.00,42.15,475.38,0.10,0.95,45.52,13.14,5.45,290.53,,212.52,Raigad,Karjat,Winter,"Cashew, Green Gram"
22.09,912.91,60.86,70621.82,,442.83,3.11,3.26,47.27,18.98,5.94,274.90,5.34,228.28,Raigad,Karjat,Winter,"Cashew, Groundnut, Mango"
,930.42,,,57.58,409.41,0.12,2.94,29.67,,5.45,238.38,9.01,200.36,Raigad,Karjat,Winter,"Cashew, Coconut, Vari"
15.02,926.63,539.29,81075.01,,457.98,1.21,2.24,63.25,,7.13,234.32,40.68,275.69,Nashik,Baglan/Kalwan,Winter,Groundnut
31.53,1012.25,10.29,50474.71,94.58,424.38,0.58,0.91,79.99,32.78,5.26,299.86,7.70,184.09,Raigad,Alibag/Mangaon,Monsoon,Mango
19.70,1025.79,11.97,61299.53,58.02,406.28,4.38,2.12,40.05,,5.78,244.89,4.63,,Raigad,Alibag/Mangaon,Winter,Banana
,983.79,462.29,91958.26,41.95,467.42,4.73,3.15,57.52,21.44,7.41,224.22,27.50,291.45,Nashik,Niphad/Yeola,Summer,Sugarcane
27.11,877.84,705.66,49055.07,100.94,389.41,0.69,2.56,,22.42,6.19,295.05,,138.29,Nashik,Igatpuri (Ghat Zone),Monsoon,"Rice, Finger Millet"
,862.49,611.80,,83.16,364.12,0.49,1.35,82.66,24.06,7.45,185.87,11.29,301.07,Nashik,Niphad/Yeola,Monsoon,Grapes
20.09,1127.02,10.46,80685.35,41.39,411.99,1.07,1.46,59.33,,5.88,253.33,8.61,164.09,Raigad,,Winter,"Banana, Coconut"
22.64,876.73,993.19,90129.86,36.48,397.13,3.32,1.23,48.84,18.75,7.02,227.90,17.58,148.27,Nashik,Igatpuri (Ghat Zone),Summer,Vegetables
29.19,950.24,,114359.85,44.15,,2.02,2.99,19.36,27.52,5.58,280.46,6.39,220.99,Raigad,Alibag/Mangaon,Summer,Cashew
12.64,963.12,646.94,83677.58,57.98,409.66,2.01,3.21,49.86,9.89,6.68,275.11,19.07,172.78,Nashik,Igatpuri (Ghat Zone),Winter,Finger Millet
43.37,,,58828.01,87.20,382.78,3.67,0.19,72.56,39.77,7.74,188.61,41.71,196.19,Nashik,Baglan/Kalwan,Monsoon,"Onion, Maize"
34.99,833.64,524.63,108302.86,22.58,491.81,1.77,3.33,45.21,29.36,6.96,,35.32,284.36,Nashik,,Summer,Onion
44.58,1006.82,578.25,36548.74,83.28,439.58,0.72,2.65,85.97,39.19,8.09,275.62,24.37,286.55,Nashik,Niphad/Yeola,Monsoon,Onion
17.46,979.74,51.29,80457.01,47.22,,1.03,2.20,36.05,14.58,5.76,271.61,7.09,205.15,Raigad,Karjat,Winter,Ragi
36.64,923.50,829.31,30602.91,106.77,359.40,2.97,1.20,86.79,36.78,7.35,243.15,8.01,156.43,Nashik,Igatpuri (Ghat Zone),Monsoon,Vegetables
32.06,934.37,485.26,45426.68,89.38,441.13,4.84,2.35,83.99,30.08,6.56,220.80,56.84,186.96,Nashik,Baglan/Kalwan,Monsoon,Onion
18.11,902.09,55.18,70086.16,56.96,331.05,4.78,2.56,33.34,13.90,5.78,,11.17,199.33,Raigad,Karjat,Winter,"Tomato, Rice, Vari"
18.31,964.11,554.51,62521.78,55.86,433.59,2.05,2.11,51.23,20.61,8.50,317.29,16.89,266.98,Nashik,Niphad/Yeola,Winter,Tomato
28.38,949.66,739.52,101520.03,,399.03,4.67,2.72,47.72,22.46,7.18,260.06,9.55,171.98,Nashik,Igatpuri (Ghat Zone),Summer,Vegetables
44.65,851.66,515.46,41458.94,78.43,364.33,1.37,3.13,93.90,37.29,7.02,224.11,49.66,289.63,Nashik,Baglan/Kalwan,Monsoon,Mango
25.64,987.47,45.68,34002.23,96.79,410.60,2.60,2.76,96.57,24.40,6.52,249.56,,190.00,Raigad,Karjat,Monsoon,"Vari, Mango"
,1090.22,6.65,21777.21,96.81,346.21,2.77,2.60,98.31,22.45,5.75,259.36,12.52,,Raigad,Alibag/Mangaon,Monsoon,Mango
42.92,962.12,603.90,40303.77,87.01,387.34,1.66,1.27,87.52,40.90,7.11,201.21,21.25,247.09,Nashik,Niphad/Yeola,Monsoon,"Sugarcane, Wheat"
12.51,984.08,718.43,,39.68,324.51,3.99,3.72,57.69,12.15,6.91,270.58,8.14,194.62,Nashik,Igatpuri (Ghat Zone),Winter,Finger Millet
,942.52,650.71,117857.25,38.90,419.02,3.83,2.69,64.23,21.12,7.31,217.16,40.24,202.61,Nashik,Baglan/Kalwan,Summer,"Onion, Maize, Mango"
31.70,981.75,492.92,92701.82,22.34,417.72,5.05,,59.57,34.08,7.58,283.87,34.31,245.81,Nashik,Niphad/Yeola,Summer,"Onion, Tomato, Wheat"
16.84,958.49,543.59,66073.22,64.00,431.57,5.18,2.30,49.25,15.46,7.86,267.22,32.24,282.29,Nashik,Niphad/Yeola,Winter,"Groundnut, Grapes, Wheat"
41.83,848.85,531.47,30480.89,93.76,441.97,2.99,0.93,87.24,39.88,8.30,257.14,55.34,256.45,Nashik,Baglan/Kalwan,Monsoon,"Onion, Soybean"
14.58,1009.03,499.16,68119.09,63.66,444.57,4.25,0.82,,11.09,6.37,233.97,55.13,205.04,Nashik,Baglan/Kalwan,Winter,"Groundnut, Grapes"
23.68,847.25,658.91,99034.59,29.09,396.25,3.31,1.85,57.15,21.81,6.42,,12.88,156.99,Nashik,Igatpuri (Ghat Zone),Summer,Vegetables
34.54,1049.03,49.24,94531.47,21.43,366.35,2.91,2.11,13.01,30.05,5.93,311.37,5.81,209.21,Raigad,Karjat,Summer,"Ragi, Soybean, Cashew, Rice"
20.76,1031.40,8.32,62753.98,65.09,475.16,4.07,2.31,51.72,,6.52,243.12,8.00,286.97,Raigad,Alibag/Mangaon,Winter,Cashew
25.37,1153.47,60.33,92435.81,55.41,402.19,0.22,0.98,39.59,19.78,5.55,304.61,6.89,195.05,Raigad,Karjat,Winter,"Ragi, Rice"
28.60,970.58,6.10,99877.10,,412.80,3.10,,13.83,31.10,5.97,272.88,6.18,222.57,Raigad,Alibag/Mangaon,Summer,"Coconut, Cotton"
21.05,953.63,665.24,68745.38,63.67,421.09,3.02,2.98,55.97,19.10,6.28,364.16,13.00,216.13,Nashik,Igatpuri (Ghat Zone),Winter,Rice
16.81,1032.12,559.60,93481.49,61.33,401.56,,2.79,,12.20,6.33,240.22,,227.91,Nashik,Niphad/Yeola,Winter,"Onion, Sugarcane"
29.35,885.52,798.79,34997.29,101.78,366.02,0.65,2.00,90.23,25.90,6.00,232.22,18.34,182.74,Nashik,Igatpuri (Ghat Zone),Monsoon,"Vegetables, Rice"
36.57,1104.19,,25855.48,95.34,376.33,1.72,3.24,90.44,32.74,5.56,253.64,8.71,,,Alibag/Mangaon,Monsoon,"Cashew, Coconut, Banana, Tomato"
18.64,1070.42,7.30,57153.22,55.09,,4.60,2.11,52.15,14.94,6.47,271.87,8.39,196.01,Raigad,Alibag/Mangaon,Winter,Arecanut
16.28,932.94,559.92,77586.29,67.44,388.49,0.43,1.17,43.68,14.23,,197.94,41.81,243.18,Nashik,Baglan/Kalwan,Winter,Mango
34.63,991.61,52.61,112461.20,20.77,435.43,2.75,0.71,29.65,35.84,6.56,263.42,9.34,205.98,Raigad,Karjat,Summer,"Green Gram, Mango"
23.01,1097.53,12.55,75054.51,47.19,390.10,3.45,,53.95,19.75,5.05,,10.89,261.58,Raigad,Alibag/Mangaon,Winter,"Coconut, Rice"
26.95,863.81,725.79,44467.41,94.35,378.51,3.61,0.19,96.14,,6.54,241.51,17.61,248.53,Nashik,Igatpuri (Ghat Zone),Monsoon,"Vegetables, Rice, Maize"
26.68,904.99,,26503.09,,360.93,,0.32,88.51,30.15,5.18,279.51,11.07,239.39,Raigad,Alibag/Mangaon,Monsoon,"Cashew, Banana, Rice"
32.08,,664.95,26035.08,81.83,443.50,1.02,1.54,86.93,23.61,6.24,246.67,8.78,181.46,Nashik,Igatpuri (Ghat Zone),Monsoon,"Vegetables, Rice"
14.51,,541.26,78833.61,45.82,442.01,1.91,1.50,62.54,11.49,7.67,233.04,42.26,253.53,Nashik,Baglan/Kalwan,Winter,"Maize, Soybean, Mango"
18.54,1111.19,55.35,,61.24,437.76,2.73,0.78,41.22,,5.57,264.11,8.25,228.26,Raigad,,Winter,"Coconut, Mango"
36.76,963.91,632.22,21338.73,84.86,,4.03,2.35,86.72,29.35,7.25,215.01,12.17,214.52,Nashik,Igatpuri (Ghat Zone),Monsoon,Maize
16.11,1031.25,49.72,49946.03,40.61,417.57,1.27,0.14,37.85,12.69,5.97,305.27,6.14,218.32,Raigad,Karjat,Winter,"Cashew, Ragi, Mango"
45.22,942.38,608.66,27617.96,80.55,413.72,2.36,3.22,89.51,39.24,7.11,231.86,,223.38,Nashik,Baglan/Kalwan,Monsoon,Bajra
,977.92,536.05,62791.24,,423.15,0.22,1.71,66.28,8.78,5.81,320.89,12.82,174.06,Nashik,Igatpuri (Ghat Zone),Winter,Rice
21.89,955.97,629.17,109959.08,33.88,412.80,0.52,3.17,45.68,17.31,7.98,208.06,38.32,246.87,Nashik,Baglan/Kalwan,Summer,"Grapes, Bajra"
19.10,937.50,9.07,73239.83,60.90,418.16,0.85,3.54,43.19,19.24,5.75,242.36,14.58,210.71,Raigad,,Winter,Arecanut
23.94,858.19,666.91,90604.04,41.78,385.56,3.09,,60.69,,5.88,290.83,14.68,200.70,Nashik,Igatpuri (Ghat Zone),Winter,"Vegetables, Finger Millet"
18.62,1002.84,5.92,88299.23,42.44,433.56,0.98,1.55,39.61,14.27,6.52,266.26,11.49,219.87,Raigad,Alibag/Mangaon,Winter,Banana
23.39,973.16,58.58,90127.48,51.38,440.84,2.80,3.62,50.40,19.79,5.95,237.89,8.08,261.41,Raigad,Karjat,Winter,"Cashew, Rice"
13.11,854.12,594.65,88437.87,,408.52,3.69,1.74,,11.21,6.38,279.83,18.27,157.92,,Igatpuri (Ghat Zone),Winter,Vegetables
19.35,979.92,5.88,55194.76,46.55,405.21,3.90,1.72,51.16,16.57,5.57,382.05,10.41,,Raigad,Alibag/Mangaon,Winter,Arecanut
41.25,951.65,495.48,43103.23,79.77,373.81,3.52,3.72,93.79,37.96,6.86,,42.77,302.22,Nashik,Baglan/Kalwan,Monsoon,Onion
35.49,973.80,11.76,,97.56,,4.10,3.34,80.22,33.49,6.30,300.85,9.43,205.12,Raigad,Alibag/Mangaon,Monsoon,Banana
29.42,987.08,673.39,89850.38,29.23,,2.65,0.95,63.69,31.48,7.05,257.47,18.18,179.12,Nashik,Igatpuri (Ghat Zone),Summer,Maize
35.38,935.90,729.03,33230.96,,364.00,1.32,2.07,95.67,33.46,6.92,383.60,9.66,186.67,,Igatpuri (Ghat Zone),Monsoon,"Maize, Tomato"
28.12,830.89,,93256.50,41.37,428.92,2.24,3.17,53.23,32.03,7.56,275.92,48.62,308.22,Nashik,Baglan/Kalwan,Summer,"Vegetables, Grapes, Mango"
34.36,1006.86,5.33,31276.34,93.05,393.25,2.43,0.67,101.95,35.70,,296.20,11.80,220.53,Raigad,Alibag/Mangaon,,"Cashew, Banana"
35.12,1017.74,520.04,111069.47,31.86,362.97,1.66,2.44,40.15,32.93,6.90,227.51,40.04,265.61,Nashik,Baglan/Kalwan,Summer,Bajra
38.83,982.79,729.08,12518.56,82.48,428.54,,0.41,91.99,35.04,6.40,266.50,22.92,191.65,Nashik,Igatpuri (Ghat Zone),Monsoon,"Vegetables, Maize"
18.43,886.48,12.08,77261.57,60.46,408.87,4.97,,43.36,16.11,6.47,233.53,9.39,,Raigad,Alibag/Mangaon,Winter,Rice
34.16,1060.50,10.83,62955.03,95.64,403.65,2.84,0.55,91.60,28.47,6.11,271.57,13.97,244.42,Raigad,Alibag/Mangaon,Monsoon,Banana
22.10,,7.13,63258.63,44.47,403.14,2.00,0.64,30.82,19.56,6.51,295.39,11.20,225.53,Raigad,Alibag/Mangaon,Winter,Coconut
44.59,926.04,754.80,44087.88,91.83,337.74,0.38,,97.25,32.25,6.63,215.81,17.23,218.23,Nashik,Igatpuri (Ghat Zone),Monsoon,"Maize, Vegetables"
14.34,967.90,772.78,91342.29,49.99,410.85,5.08,0.92,41.02,8.53,5.39,285.93,15.37,155.78,Nashik,Igatpuri (Ghat Zone),Winter,"Vegetables, Rice, Finger Millet"
21.11,1007.59,49.69,82931.36,57.49,366.30,4.49,0.15,43.46,16.32,5.77,312.70,9.22,277.62,Raigad,Karjat,,Green Gram
26.02,956.34,6.24,20339.80,99.13,356.89,3.75,0.66,93.46,31.28,6.01,273.27,7.91,235.50,Raigad,,Monsoon,Cashew
17.17,1010.66,519.11,75198.54,51.20,455.37,2.06,2.45,38.61,14.94,6.57,185.07,42.58,202.66,Nashik,Baglan/Kalwan,Winter,Onion
35.26,1021.13,605.71,99472.40,34.88,372.26,3.46,3.66,55.96,30.54,7.22,231.94,24.81,,Nashik,Niphad/Yeola,Summer,"Pomegranate, Grapes"
13.57,992.33,729.01,78340.79,,424.36,0.36,1.48,59.09,10.04,6.64,236.30,19.55,206.66,Nashik,Igatpuri (Ghat Zone),Winter,"Vegetables, Cotton"
13.44,1023.11,547.45,95030.94,40.00,387.44,1.72,3.26,58.57,10.88,7.13,286.03,19.83,,Nashik,Igatpuri (Ghat Zone),Winter,Maize
16.02,950.82,821.15,91530.13,55.46,459.16,3.41,3.10,53.49,13.00,6.46,193.60,20.16,215.96,Nashik,Igatpuri (Ghat Zone),Winter,"Maize, Finger Millet"
36.85,858.13,494.39,32958.93,84.15,435.25,4.09,,92.40,33.19,7.90,236.90,30.78,262.84,Nashik,Baglan/Kalwan,Monsoon,"Onion, Maize"
37.04,959.02,,94206.34,48.09,392.45,3.98,0.98,62.05,33.19,6.58,259.02,18.35,153.63,Nashik,Igatpuri (Ghat Zone),Summer,Finger Millet
21.10,1087.30,73.66,84974.83,40.95,,4.65,4.27,47.23,18.47,5.58,253.90,6.27,238.41,Raigad,Karjat,Winter,"Cashew, Green Gram"
20.63,980.70,6.05,94941.60,61.22,440.54,2.37,0.29,35.99,17.49,5.76,266.36,4.62,201.77,,Alibag/Mangaon,Winter,"Sugarcane, Coconut, Rice"
18.25,913.86,13.53,68515.96,68.04,426.31,0.65,2.47,45.84,14.35,5.68,250.50,,224.83,Raigad,Alibag/Mangaon,Winter,Rice
17.95,973.18,10.48,79577.92,47.40,,1.12,,52.43,19.38,5.76,294.72,7.85,245.26,Raigad,Alibag/Mangaon,Winter,Arecanut
42.73,985.05,461.87,41930.90,80.77,449.48,0.48,3.73,96.54,39.89,7.79,211.33,,251.66,Nashik,Baglan/Kalwan,Monsoon,"Soybean, Grapes"
20.54,825.30,573.61,66792.76,39.71,357.61,5.09,2.17,52.55,16.45,7.11,247.93,52.99,209.02,Nashik,Baglan/Kalwan,Winter,Maize
,919.66,790.56,68922.11,49.50,439.63,3.45,3.83,48.87,8.52,5.70,251.10,10.14,126.42,Nashik,Igatpuri (Ghat Zone),Winter,Rice
26.68,893.24,51.93,90573.86,46.92,438.94,4.12,1.47,50.60,22.15,5.42,236.80,11.70,240.00,Raigad,Karjat,Winter,Vari
19.96,936.73,,81388.55,36.45,453.39,2.53,1.09,54.06,16.12,6.39,226.28,15.38,166.19,Nashik,Igatpuri (Ghat Zone),Winter,"Maize, Finger Millet"
34.10,981.04,521.64,108521.31,21.42,390.67,2.22,1.99,53.72,28.54,7.28,228.19,31.33,345.03,Nashik,Niphad/Yeola,Summer,Tomato
40.09,1043.38,11.60,46392.26,87.87,452.82,0.57,1.43,82.22,32.03,,329.71,11.83,223.81,Raigad,Alibag/Mangaon,Monsoon,"Cashew, Banana, Mango"
27.19,950.83,616.45,108673.58,18.85,410.93,4.83,2.98,58.13,26.04,7.98,222.37,19.91,227.23,Nashik,Niphad/Yeola,Summer,"Sugarcane, Grapes, Tomato"
14.27,970.95,847.68,75741.79,42.57,408.73,2.79,3.37,62.06,12.02,5.25,208.76,18.07,,Nashik,Igatpuri (Ghat Zone),Winter,"Maize, Finger Millet"
,952.41,67.99,37829.84,94.84,406.10,2.10,1.91,101.07,26.22,6.08,244.71,5.91,207.32,Raigad,Karjat,Monsoon,"Cashew, Vari"
31.21,903.28,577.94,95055.92,25.65,411.62,0.64,1.49,39.08,27.21,5.70,217.95,16.46,210.62,Nashik,Igatpuri (Ghat Zone),,Vegetables
23.01,935.29,639.95,62726.94,61.12,437.25,5.10,3.10,61.60,18.28,7.25,196.20,,216.82,Nashik,Baglan/Kalwan,Winter,Grapes
35.51,1091.00,12.40,47436.54,97.98,431.36,4.85,2.12,85.73,33.63,5.67,330.69,12.82,270.78,Raigad,Alibag/Mangaon,Monsoon,Mango
20.91,890.35,660.49,73756.84,52.28,419.51,2.65,0.69,46.29,17.56,6.26,184.13,46.92,227.21,Nashik,Baglan/Kalwan,Winter,Groundnut
34.00,1063.66,54.74,45915.08,100.75,425.13,0.31,2.67,93.03,26.05,5.51,259.75,8.38,241.03,Raigad,Karjat,Monsoon,"Rice, Vari"
37.99,922.62,51.30,41073.97,88.84,353.53,2.77,3.33,92.69,35.99,4.99,251.66,5.66,229.21,Raigad,Karjat,Monsoon,"Ragi, Coconut"
35.21,953.56,,22165.77,89.34,400.67,4.69,,95.43,,5.23,229.96,6.24,227.47,Raigad,Alibag/Mangaon,Monsoon,"Sugarcane, Mango"
21.74,994.52,743.57,63798.23,57.96,437.33,3.44,2.28,65.98,19.23,5.76,236.30,12.59,170.37,Nashik,Igatpuri (Ghat Zone),Winter,"Maize, Rice, Finger Millet"
34.34,918.18,8.02,97386.17,24.03,427.67,3.39,3.61,,32.07,5.70,,11.13,226.21,Raigad,Alibag/Mangaon,Summer,"Arecanut, Rice, Mango"
26.30,921.86,59.32,,,355.50,4.41,1.26,42.94,20.98,5.40,287.65,6.37,234.13,Raigad,Karjat,Winter,Ragi
34.14,1089.44,487.77,25143.99,74.02,472.30,3.91,2.44,95.35,41.29,6.88,161.44,40.44,260.82,Nashik,Baglan/Kalwan,Monsoon,Bajra
22.84,961.75,5.12,76513.38,53.95,390.79,4.39,1.19,46.35,18.63,5.85,301.88,7.56,176.25,Raigad,Alibag/Mangaon,Winter,Arecanut
19.06,986.77,5.41,75586.55,54.80,416.56,1.96,1.71,37.84,16.63,6.72,236.63,,247.02,Raigad,Alibag/Mangaon,Winter,Coconut
,,,242214.02,44.81,,,,,26.83,7.06,210.24,,,Nashik,Baglan/Kalwan,Summer,"Maize, Soybean"
31.95,927.74,526.55,98672.52,26.46,402.48,1.04,1.95,39.41,28.11,7.03,194.73,20.95,,Nashik,Niphad/Yeola,Summer,Onion
30.71,1046.46,5.70,107371.03,26.38,396.84,4.31,0.36,22.65,29.29,5.99,367.04,11.30,230.32,Raigad,Alibag/Mangaon,Summer,Cashew
23.77,990.38,576.79,98428.59,37.17,432.89,3.49,3.26,52.01,20.16,7.42,303.41,23.49,263.17,Nashik,Niphad/Yeola,Summer,"Grapes, Wheat"
18.36,1069.25,57.16,,44.48,403.90,3.75,0.54,53.92,13.47,6.08,290.48,9.65,220.01,Raigad,Karjat,Winter,"Coconut, Mango"
,975.40,688.43,67187.62,65.53,433.54,2.54,3.67,42.51,10.43,6.71,255.59,17.27,161.36,Nashik,Igatpuri (Ghat Zone),Winter,Rice
44.22,1064.95,497.24,,69.18,428.90,3.49,0.86,88.51,43.45,6.80,258.63,44.17,246.15,Nashik,Baglan/Kalwan,Monsoon,Mango
34.69,978.95,602.11,47001.58,92.35,395.12,,1.92,97.94,28.97,7.13,,,329.61,Nashik,Niphad/Yeola,Monsoon,"Sugarcane, Pomegranate, Tomato"
24.65,976.73,10.57,48112.94,99.67,466.68,2.74,0.77,81.50,26.76,5.78,263.80,6.74,274.31,Raigad,Alibag/Mangaon,Monsoon,Arecanut
,1008.38,10.12,92033.16,41.90,427.24,0.13,1.88,,20.39,5.27,297.07,13.51,229.13,Raigad,Alibag/Mangaon,Winter,"Coconut, Rice"
,730.07,720.79,26594.63,82.98,846.00,2.34,2.84,94.31,34.88,6.76,299.61,15.42,181.96,Nashik,Igatpuri (Ghat Zone),,"Vegetables, Maize"
41.24,1029.26,662.59,29563.43,88.47,460.19,3.05,0.30,91.74,33.48,6.33,224.34,20.66,175.89,,Igatpuri (Ghat Zone),Monsoon,"Vegetables, Maize"
30.30,1072.31,4.67,53258.13,100.57,436.42,0.11,0.48,104.54,27.54,6.07,293.25,8.72,250.48,Raigad,Alibag/Mangaon,Monsoon,"Cashew, Rice"
35.48,967.09,566.47,,89.11,1360.24,1.89,1.32,,38.03,7.44,194.42,34.03,257.46,Nashik,Baglan/Kalwan,Monsoon,"Onion, Soybean"
35.34,939.87,8.86,32928.03,86.65,404.12,0.91,2.16,92.54,37.53,,308.03,10.30,212.96,,Alibag/Mangaon,Monsoon,"Cashew, Rice"
42.36,991.37,554.84,31395.95,84.52,440.71,0.25,,91.82,40.72,7.92,,15.34,,Nashik,Niphad/Yeola,,Tomato
31.35,960.34,511.54,,36.97,467.14,3.73,3.18,65.81,25.90,7.40,244.77,20.60,283.80,Nashik,Niphad/Yeola,Summer,Tomato
38.78,903.71,549.63,105698.67,34.86,431.07,3.70,,57.84,35.80,7.11,253.87,22.21,237.85,Nashik,Niphad/Yeola,Summer,Pomegranate
19.12,955.37,583.62,70670.14,39.15,422.81,2.41,0.20,55.15,16.80,7.41,194.58,41.58,247.28,Nashik,Baglan/Kalwan,Winter,Bajra
28.29,873.99,,97219.63,37.98,426.22,3.38,3.55,58.47,23.51,,184.48,21.03,165.76,Nashik,Niphad/Yeola,Summer,Sugarcane
30.03,988.73,481.04,112971.35,44.47,347.18,0.96,2.04,58.46,27.11,7.14,233.56,42.64,278.93,Nashik,Baglan/Kalwan,Summer,"Soybean, Grapes"
